mRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RNF138|51444,1380.714342,0.402163555,0.059945299,6.708842283,1.96E-11,1.04E-09
ADAMTSL5|339366,263.06056,0.402056952,0.118907844,3.381248345,0.000721573,0.003344927
PGAM4|441531,148.5164841,0.40188241,0.080960265,4.963946337,6.91E-07,8.64E-06
ACBD5|91452,2622.392613,0.401660673,0.067171793,5.979603263,2.24E-09,6.28E-08
SFXN1|94081,2271.547728,0.401565753,0.070776943,5.673680416,1.40E-08,3.07E-07
KPNA2|3838,7032.275397,0.401364659,0.077277235,5.193827891,2.06E-07,3.07E-06
FOXA3|3171,1860.687879,0.401058783,0.121033646,3.313613995,0.000920986,0.004097413
PIF1|80119,246.9494139,0.400599378,0.105222037,3.807181346,0.00014056,0.000843105
EPHA2|1969,5011.137385,0.400597654,0.10408561,3.848732353,0.000118731,0.000729903
GATA6|2627,2146.398244,0.400409341,0.073451479,5.451344848,5.00E-08,9.08E-07
C8orf41|80185,564.8603279,0.4003595,0.073811098,5.424109788,5.82E-08,1.03E-06
PITX1|5307,1616.816291,0.400149049,0.105920163,3.77783641,0.000158197,0.000934047
RNF207|388591,278.6548327,0.399195895,0.132806953,3.005835806,0.00264852,0.009974595
WDHD1|11169,716.3995092,0.398860876,0.081557734,4.890534025,1.01E-06,1.20E-05
LAMA3|3909,3995.900145,0.398654843,0.149725198,2.662576832,0.007754486,0.024498297
OTUB2|78990,433.5872749,0.398633724,0.122545008,3.252957674,0.001142105,0.004920254
KRT19|3880,37183.91108,0.398537634,0.110008681,3.6227835,0.00029145,0.001567767
SIDT1|54847,643.4986068,0.398393839,0.161490413,2.46698137,0.013625745,0.038793799
TNFRSF10A|8797,496.2959218,0.398145725,0.097854676,4.06874501,4.73E-05,0.000330853
WFS1|7466,3764.836897,0.398100393,0.133048158,2.992152613,0.002770177,0.010341112
INO80C|125476,650.7229532,0.398038507,0.068407119,5.818670807,5.93E-09,1.46E-07
HMBOX1|79618,153.8960717,0.398002221,0.095524634,4.166487799,3.09E-05,0.000231078
BCAT2|587,1888.294613,0.397979521,0.078245059,5.086321428,3.65E-07,5.02E-06
GOT1|2805,3076.800295,0.397921919,0.077120445,5.159746167,2.47E-07,3.61E-06
MAD2L1|4085,2223.442898,0.397693792,0.089312564,4.452831453,8.47E-06,7.52E-05
PRSS27|83886,19.54374434,0.397593885,0.167969903,2.367054319,0.017930301,0.04875852
C4orf36|132989,13.04991027,0.39749144,0.121179929,3.280175549,0.001037425,0.004530777
TSPAN8|7103,32795.1668,0.397247525,0.123796902,3.208864837,0.001332601,0.005624601
JAK2|3717,778.2813791,0.396693172,0.109245742,3.631200305,0.000282106,0.001524745
ACADS|35,1941.009881,0.396597259,0.102465951,3.870527276,0.0001086,0.0006761
HPDL|84842,907.1152243,0.396519536,0.164581324,2.409262032,0.015984817,0.044283815
CYB5D1|124637,741.0932431,0.396361196,0.079117529,5.009777229,5.45E-07,7.07E-06
MST1R|4486,3352.3704,0.395948054,0.094962218,4.169532514,3.05E-05,0.000228618
UQCRH|7388,6126.782908,0.395890146,0.074762188,5.295325831,1.19E-07,1.90E-06
C1orf135|79000,271.2770506,0.395838027,0.095106132,4.162066286,3.15E-05,0.00023516
ELL3|80237,668.6761411,0.395829913,0.086759135,4.562400405,5.06E-06,4.80E-05
TBC1D8|11138,1014.406155,0.394926403,0.099059706,3.986751189,6.70E-05,0.000446368
PPP1R13L|10848,1583.348232,0.394009966,0.089111867,4.421520735,9.80E-06,8.51E-05
SFN|2810,7868.344146,0.393680016,0.11850635,3.322016203,0.000893695,0.003999756
LPCAT4|254531,2913.666905,0.393451297,0.084082024,4.679374745,2.88E-06,2.98E-05
STXBP1|6812,2018.695813,0.393181669,0.137307026,2.863521847,0.004189599,0.014593904
TMEM2|23670,7432.985618,0.393005896,0.089056611,4.41298958,1.02E-05,8.80E-05
ME2|4200,2347.999818,0.392568745,0.083326465,4.711213249,2.46E-06,2.60E-05
HMGCS1|3157,6217.390164,0.392131365,0.102114084,3.840130058,0.000122969,0.0007518
PRC1|9055,3218.804153,0.391818406,0.082047797,4.775489655,1.79E-06,2.01E-05
WDR76|79968,572.6997234,0.391695173,0.091451937,4.283071373,1.84E-05,0.000147627
CCDC18|343099,206.4863964,0.391688844,0.091567745,4.277585349,1.89E-05,0.000150889
DNAJC22|79962,630.3762268,0.391432275,0.085812753,4.561469729,5.08E-06,4.82E-05
H2AFZ|3015,11814.18254,0.391320139,0.074459617,5.255468093,1.48E-07,2.30E-06
RPS12|6206,43078.9443,0.391238059,0.073456041,5.326152263,1.00E-07,1.63E-06
C12orf36|283422,1327.099984,0.390560219,0.164408677,2.375545049,0.017523053,0.047807097
TRERF1|55809,543.1938641,0.390475523,0.141981421,2.750187457,0.005956118,0.019627948
CIT|11113,1555.734841,0.390232268,0.085610534,4.55822725,5.16E-06,4.89E-05
BUB1|699,1879.766524,0.389748541,0.07553937,5.159541834,2.48E-07,3.61E-06
FKBP9L|360132,218.9016479,0.389723817,0.125498206,3.105413446,0.001900132,0.007610914
FAM174B|400451,854.0908751,0.389543876,0.163401507,2.383967464,0.017127117,0.046845132
LYN|4067,2966.907274,0.389216996,0.08405117,4.630714789,3.64E-06,3.63E-05
VSNL1|7447,1347.901848,0.389100416,0.159501214,2.439482469,0.014708316,0.041328777
TRIM16|10626,2449.098461,0.388930146,0.099560868,3.906455951,9.37E-05,0.000594983
ELOVL6|79071,1381.699072,0.388566099,0.099571799,3.902370961,9.53E-05,0.000604541
GNA15|2769,570.3468619,0.388505086,0.153678232,2.528042395,0.01147005,0.033727108
DDIT3|1649,983.080833,0.388459979,0.107815346,3.603011932,0.000314551,0.001672316
RPS5|6193,41083.71908,0.38845094,0.094567331,4.107665256,4.00E-05,0.000287569
CDR2L|30850,944.4353185,0.388354071,0.110613438,3.510912221,0.000446572,0.002246678
PAQR6|79957,117.0011836,0.388244748,0.156798983,2.476066748,0.013283874,0.037998986
CAMK2D|817,2382.778728,0.388057011,0.070284747,5.521212348,3.37E-08,6.52E-07
ZNF440|126070,794.9853756,0.387579301,0.06912499,5.606934643,2.06E-08,4.26E-07
TBC1D3B|414059,230.6286517,0.387573766,0.121195428,3.197923986,0.001384208,0.005811754
CCDC150|284992,97.32994663,0.387453298,0.126959441,3.051787997,0.002274827,0.008809448
EPOR|2057,128.2204182,0.387188527,0.120029884,3.225767741,0.001256353,0.005345647
IER5|51278,1639.711998,0.386608911,0.092286295,4.189234279,2.80E-05,0.000212586
KLHL25|64410,775.477541,0.386006257,0.08407078,4.591443736,4.40E-06,4.26E-05
MPP3|4356,110.0921241,0.385742034,0.1356274,2.844130574,0.004453279,0.015389093
LMO4|8543,1583.190207,0.385318038,0.118107517,3.262434494,0.001104597,0.004787545
ARHGAP11B|89839,119.6121719,0.385094601,0.102470707,3.758094511,0.000171212,0.000998805
NIPA1|123606,1192.537313,0.385041645,0.065068037,5.917523633,3.27E-09,8.65E-08
RPL13A|23521,52771.44998,0.384973806,0.076863954,5.008509032,5.49E-07,7.10E-06
C17orf97|400566,167.7642252,0.384602247,0.125941821,3.053808854,0.00225956,0.008762203
C19orf33|64073,3166.129627,0.384397979,0.135057919,2.846171339,0.004424838,0.015304031
C20orf199|441951,6628.255934,0.383448105,0.118394734,3.238726014,0.001200649,0.005145857
ETHE1|23474,4848.888302,0.383273461,0.092205571,4.156727792,3.23E-05,0.000239648
TIPIN|54962,303.2425415,0.382987765,0.084633348,4.525258329,6.03E-06,5.58E-05
DLG3|1741,4772.181921,0.382834196,0.066383893,5.766974172,8.07E-09,1.90E-07
REEP4|80346,1711.104446,0.382821136,0.084200502,4.546542229,5.45E-06,5.14E-05
FZD3|7976,332.5362801,0.382770731,0.127704942,2.997305553,0.002723776,0.010202877
C14orf80|283643,685.7689362,0.382379442,0.098394498,3.886187215,0.000101831,0.000640181
KCNJ2|3759,438.3701028,0.382287879,0.126831305,3.014144493,0.00257705,0.009743969
STARD4|134429,581.8673594,0.382263138,0.109412492,3.493779653,0.000476234,0.002371446
AFG3L2|10939,3625.613332,0.382104458,0.074577476,5.123590649,3.00E-07,4.27E-06
LOC100130331|100130331,18.40462281,0.381900888,0.153886739,2.481701098,0.013075691,0.037543096
GOLM1|51280,12830.5842,0.381655972,0.104035477,3.668517536,0.000243961,0.001349207
PSMC3IP|29893,253.2394089,0.380992713,0.097021271,3.926898799,8.60E-05,0.000552776
LARP1B|55132,1239.192312,0.380986171,0.05484266,6.946894396,3.73E-12,2.49E-10
HNRNPA1|3178,19263.2733,0.380697707,0.055270661,6.887880442,5.66E-12,3.61E-10
NMNAT3|349565,460.2948171,0.380634248,0.118011114,3.225410169,0.001257923,0.00535119
ETFA|2108,4711.860697,0.380074621,0.070771642,5.370436682,7.85E-08,1.34E-06
LOC284023|284023,207.321632,0.380003229,0.08710367,4.362654599,1.28E-05,0.000108286
LIPG|9388,1565.993657,0.379576942,0.112703029,3.367939137,0.000757323,0.003492839
STIL|6491,1148.883447,0.378696335,0.082230524,4.605301247,4.12E-06,4.03E-05
METT11D1|64745,1396.370422,0.378233394,0.074017641,5.110043901,3.22E-07,4.53E-06
SLC27A5|10998,383.4887176,0.377773316,0.143825502,2.626608713,0.008624044,0.026705424
TUBA1B|10376,53399.0956,0.377273948,0.061961437,6.088850819,1.14E-09,3.60E-08
ECT2|1894,4718.445651,0.376901743,0.079470956,4.742635094,2.11E-06,2.30E-05
ACER2|340485,176.9019294,0.376491622,0.133002339,2.830714296,0.004644419,0.015920309
ALKBH2|121642,746.0226308,0.37643803,0.073198255,5.142718654,2.71E-07,3.91E-06
LRRC16A|55604,2469.217209,0.376225856,0.075239398,5.000383671,5.72E-07,7.36E-06
CCDC40|55036,85.07443772,0.376022902,0.1305313,2.880710617,0.003967798,0.013962347
SEH1L|81929,2340.993324,0.375701934,0.068072212,5.519167423,3.41E-08,6.59E-07
NPM3|10360,1758.433069,0.375623255,0.097537417,3.85106832,0.000117604,0.000724088
HELLS|3070,592.8221706,0.375609661,0.086505788,4.342017693,1.41E-05,0.000117005
TMPO|7112,5628.754069,0.375338722,0.062608277,5.995033581,2.03E-09,5.83E-08
RFC5|5985,1092.53987,0.375161798,0.068087915,5.509961598,3.59E-08,6.89E-07
NEIL2|252969,815.1066942,0.37499823,0.101579586,3.691669197,0.000222787,0.001247633
LIPH|200879,1793.908283,0.374956345,0.126027153,2.975202848,0.002927949,0.010829132
ADAM9|8754,7964.857625,0.374771997,0.093247451,4.019112519,5.84E-05,0.000396147
SNHG10|283596,223.9544133,0.374583582,0.102683776,3.647933449,0.000264358,0.001442465
LDLR|3949,6909.155802,0.374341944,0.090332923,4.144025585,3.41E-05,0.000251272
TOR1AIP2|163590,599.82281,0.374214091,0.082954497,4.511076613,6.45E-06,5.93E-05
GALNT1|2589,4827.926383,0.374189542,0.075607849,4.949083321,7.46E-07,9.22E-06
DPCD|25911,730.2145879,0.374085553,0.082862891,4.514512475,6.35E-06,5.85E-05
AHR|196,3956.507789,0.374066802,0.079277394,4.718454832,2.38E-06,2.54E-05
TSTA3|7264,7851.959042,0.373370566,0.102818208,3.63136622,0.000281925,0.001524177
RTP4|64108,288.0113718,0.3733111,0.122733188,3.041647555,0.002352872,0.009050344
C18orf25|147339,918.0553525,0.372848318,0.055076737,6.769615282,1.29E-11,7.27E-10
RABGGTB|5876,2344.826722,0.37265735,0.064400386,5.786570121,7.18E-09,1.72E-07
FAM160A1|729830,239.6916743,0.372466894,0.095485273,3.900778433,9.59E-05,0.000607954
MMACHC|25974,532.4480022,0.372392294,0.066389046,5.609243021,2.03E-08,4.22E-07
RPL41|6171,43827.60692,0.372218902,0.070311026,5.293890887,1.20E-07,1.91E-06
MKI67|4288,10010.86242,0.372010587,0.09275397,4.010724149,6.05E-05,0.000407725
RPL26|6154,31992.97249,0.371509222,0.083167108,4.467021071,7.93E-06,7.10E-05
TACC3|10460,3086.330156,0.371303569,0.082970839,4.475109257,7.64E-06,6.87E-05
BAG2|9532,590.1897261,0.371046684,0.155530602,2.385682821,0.017047447,0.046694267
GLMN|11146,335.4067217,0.370730599,0.067682379,5.477505433,4.31E-08,8.02E-07
CEP192|55125,1038.608849,0.370564033,0.079255272,4.675575815,2.93E-06,3.02E-05
MICB|4277,344.2369973,0.370072129,0.141867185,2.608581605,0.009091833,0.027844808
GDF15|9518,7180.585751,0.369548543,0.146708906,2.518923714,0.011771416,0.034434239
SNHG6|641638,3043.594922,0.369465618,0.100977554,3.658888581,0.000253311,0.001391682
KIAA1211|57482,840.8255009,0.36944272,0.143728272,2.570424838,0.010157387,0.030504192
TROAP|10024,1143.745258,0.369344729,0.087755169,4.208808794,2.57E-05,0.000197154
DSG2|1829,18915.35588,0.369018038,0.065066482,5.671399895,1.42E-08,3.11E-07
NPM1|4869,31121.39382,0.368581923,0.073097679,5.042320443,4.60E-07,6.09E-06
CORT|1325,10.46859027,0.368347229,0.145135694,2.537950651,0.011150371,0.032956712
SOX9|6662,12016.0598,0.368199573,0.082453752,4.465528414,7.99E-06,7.14E-05
FAM64A|54478,531.5280852,0.368026193,0.099713963,3.690819034,0.000223533,0.00125111
RPS19|6223,57377.80575,0.367839753,0.086025329,4.275947054,1.90E-05,0.000151881
PIAS2|9063,330.9700414,0.367719944,0.074690202,4.923268826,8.51E-07,1.04E-05
C18orf55|29090,674.6094963,0.367109584,0.065647738,5.59211325,2.24E-08,4.60E-07
PSME1|5720,9429.941162,0.367036228,0.073586574,4.987815119,6.11E-07,7.79E-06
PHB2|11331,10485.36008,0.366742731,0.068659682,5.341456856,9.22E-08,1.53E-06
NPDC1|56654,5040.952282,0.366565749,0.114136973,3.211630185,0.001319842,0.00557663
GALNT7|51809,4603.751417,0.36642275,0.088706269,4.130742435,3.62E-05,0.000264007
RPS8|6202,56171.29763,0.366078188,0.08087601,4.526412567,6.00E-06,5.57E-05
S100A6|6277,76330.69584,0.365969571,0.106890027,3.423795279,0.000617531,0.002943835
SLC17A5|26503,1788.332509,0.365888088,0.080190949,4.562710567,5.05E-06,4.80E-05
PNP|4860,4867.41413,0.36569385,0.075688361,4.831573081,1.35E-06,1.57E-05
HJURP|55355,1258.572744,0.365433368,0.080413126,4.544449205,5.51E-06,5.18E-05
LOC388152|388152,753.5202262,0.365407097,0.089768053,4.070569472,4.69E-05,0.000328841
LOC115110|115110,549.8898183,0.365254322,0.111729502,3.269094694,0.001078922,0.004692536
LOC113230|113230,1125.649139,0.365162717,0.112641602,3.241810396,0.00118773,0.005100328
MAP3K9|4293,220.4174134,0.364937697,0.100826876,3.619448617,0.000295231,0.001584977
L2HGDH|79944,670.5410016,0.364791172,0.074676221,4.884970984,1.03E-06,1.23E-05
PRRG4|79056,371.131976,0.364673204,0.093933106,3.882264941,0.000103488,0.00064795
SS18|6760,2284.881376,0.364528685,0.074802733,4.87320009,1.10E-06,1.30E-05
SLC40A1|30061,10791.64997,0.364254134,0.128239582,2.840418906,0.004505433,0.015536771
KIAA1522|57648,8626.670249,0.363775449,0.06971079,5.218352091,1.81E-07,2.73E-06
DLL1|28514,571.913264,0.363480217,0.14006749,2.595036265,0.009458094,0.028732031
CDH24|64403,474.8145261,0.362993584,0.097981302,3.704723008,0.000211622,0.001194135
UBE2NL|389898,12.61230419,0.362692396,0.15324192,2.366796212,0.01794281,0.048779269
EIF4A1|1973,27448.52872,0.362410511,0.064533747,5.615829354,1.96E-08,4.09E-07
RELL1|768211,588.6169803,0.361937039,0.101547554,3.564212266,0.000364951,0.001897629
SLC9A1|6548,3186.024168,0.36192915,0.085204417,4.247774519,2.16E-05,0.000169786
RPS3A|6189,16525.42965,0.361904643,0.098529552,3.673056825,0.000239666,0.001329499
TTLL13|440307,14.42346605,0.361839922,0.129262093,2.79927326,0.005121777,0.017321572
CDCP1|64866,4965.722613,0.361313815,0.078784397,4.586108767,4.52E-06,4.36E-05
CNFN|84518,76.26597637,0.361237708,0.141419646,2.554367222,0.010638099,0.031695577
UQCRHL|440567,1675.303367,0.360744079,0.078239928,4.61074146,4.01E-06,3.93E-05
BRIP1|83990,328.7473884,0.360548406,0.090714769,3.974528166,7.05E-05,0.000466503
BIN3|55909,1106.067211,0.360445692,0.07965121,4.525300908,6.03E-06,5.58E-05
CENPK|64105,528.9471555,0.360178446,0.104136162,3.458725947,0.000542737,0.002635661
CSTB|1476,8983.532224,0.360128364,0.083278197,4.324401524,1.53E-05,0.000125559
GSR|2936,3193.984739,0.360102845,0.098494803,3.656059339,0.000256122,0.001404423
RCOR1|23186,2087.067257,0.359305455,0.065833868,5.457760049,4.82E-08,8.78E-07
XAF1|54739,1508.067932,0.358550709,0.149658764,2.395788249,0.016584668,0.045667161
HIST1H2BJ|8970,63.21804159,0.358417998,0.150203603,2.386214392,0.017022824,0.04663321
FAM102B|284611,1918.221014,0.358403666,0.074622814,4.802869861,1.56E-06,1.78E-05
CCNB2|9133,1998.384118,0.358196304,0.087370182,4.099754599,4.14E-05,0.000295708
RPL13AP3|645683,48.25677236,0.358195087,0.096366299,3.71701611,0.00020159,0.001147247
DTL|51514,1184.498753,0.358178663,0.080573557,4.445362427,8.77E-06,7.73E-05
TSPAN3|10099,16942.13741,0.358156553,0.082757518,4.327782651,1.51E-05,0.000123749
PBX4|80714,92.56326559,0.357720745,0.112153056,3.189576441,0.001424815,0.005953763
ZWILCH|55055,1249.536723,0.357341254,0.077956781,4.583837964,4.57E-06,4.39E-05
CDK1|983,3190.551779,0.357304784,0.086998869,4.107004918,4.01E-05,0.000288229
MTP18|51537,1266.416516,0.357091878,0.090835122,3.931209311,8.45E-05,0.00054418
CHP|11261,6713.46895,0.356851159,0.075227551,4.743623246,2.10E-06,2.29E-05
C10orf12|26148,275.911366,0.356495416,0.084376538,4.22505382,2.39E-05,0.000184948
TCF7L2|6934,2489.75944,0.35645416,0.064616036,5.516496893,3.46E-08,6.68E-07
AIM1|202,4511.730523,0.356354869,0.090441354,3.940176186,8.14E-05,0.000527974
TFRC|7037,18678.19492,0.356093556,0.109978904,3.237835103,0.001204404,0.005160411
ADNP2|22850,1298.282392,0.354850367,0.057068721,6.217948485,5.04E-10,1.76E-08
ETNK1|55500,3761.875631,0.354842312,0.065124528,5.448673886,5.07E-08,9.19E-07
ADM|133,1120.79955,0.354379365,0.140573434,2.520955463,0.011703666,0.034293029
HOXB7|3217,1453.885115,0.354199569,0.116439194,3.041927343,0.002350686,0.009043675
DNAH7|56171,44.09489715,0.35383192,0.130586279,2.709564307,0.006737164,0.021758691
NRGN|4900,188.1524873,0.353670856,0.117070096,3.021017914,0.002519265,0.009559209
GTF2E2|2961,1655.180663,0.353448443,0.080932702,4.367189472,1.26E-05,0.000106556
KIF2C|11004,1858.858188,0.353227595,0.079697651,4.43209542,9.33E-06,8.16E-05
RPS15|6209,16108.81995,0.353049686,0.080040729,4.410875442,1.03E-05,8.87E-05
NAPG|8774,1497.505934,0.352782066,0.072627468,4.857419332,1.19E-06,1.40E-05
TMEM30B|161291,3063.298382,0.352639772,0.074814639,4.713512999,2.43E-06,2.58E-05
KRT18|3875,68778.40097,0.352234337,0.096026656,3.668089159,0.00024437,0.001349975
PRKCA|5578,2039.847639,0.352083908,0.100078502,3.5180773,0.000434686,0.002196849
C1orf96|126731,607.5431653,0.351740187,0.06978291,5.040491793,4.64E-07,6.14E-06
C18orf19|125228,834.8647608,0.351611709,0.068434693,5.137916071,2.78E-07,4.00E-06
ACY3|91703,455.2820504,0.35160991,0.145631567,2.414379773,0.015762024,0.04374864
WDR54|84058,371.5552385,0.35122145,0.098583335,3.562685807,0.00036708,0.001906686
LOC80154|80154,1294.925676,0.351137728,0.09788875,3.587110152,0.000334363,0.001760556
INTU|27152,103.8278585,0.351019844,0.084913159,4.13386861,3.57E-05,0.000261011
RPL7A|6130,49629.15644,0.350992002,0.078289796,4.483240706,7.35E-06,6.64E-05
SNHG5|387066,5875.285697,0.350874151,0.136539876,2.5697559,0.01017702,0.030544806
CCDC87|55231,16.03626545,0.350613486,0.132092034,2.654312127,0.007947028,0.025003881
RPL13AP6|644511,42.25898944,0.350392556,0.121294558,2.88877393,0.00386747,0.013655617
PTTG1|9232,2034.548939,0.35018375,0.092711326,3.777140975,0.000158639,0.000935829
LOC220930|220930,116.1496372,0.350075439,0.091369878,3.831409717,0.000127411,0.000775401
SDHA|6389,7405.340533,0.349966494,0.065625997,5.332741782,9.67E-08,1.59E-06
RNF138P1|379013,23.29786643,0.349922825,0.076503871,4.57392315,4.79E-06,4.57E-05
C2orf72|257407,1210.533588,0.349793213,0.143835058,2.431905121,0.015019641,0.042019373
C19orf76|199800,59.98978761,0.349698852,0.146607933,2.38526556,0.017066796,0.046731207
SLC25A4|291,1424.348418,0.349507556,0.074480275,4.692619045,2.70E-06,2.82E-05
KIF18A|81930,500.5750802,0.349464171,0.084334907,4.143766605,3.42E-05,0.000251464
NDUFV2|4729,3105.553351,0.349298827,0.081878937,4.266040053,1.99E-05,0.000157649
GPI|2821,21622.52235,0.348577152,0.060284958,5.782158021,7.37E-09,1.77E-07
KIF23|9493,1386.89625,0.347894453,0.083416852,4.170553617,3.04E-05,0.00022793
TCTEX1D2|255758,164.4071525,0.347880355,0.12347677,2.817374924,0.004841797,0.016506351
STEAP1|26872,983.8027457,0.347819094,0.120645749,2.882978448,0.003939344,0.013884209
MYO5C|55930,2499.606451,0.347584723,0.083412877,4.167039119,3.09E-05,0.000230692
RPS18|6222,90414.00338,0.347059175,0.093350105,3.717823067,0.000200947,0.001145535
FXN|2395,687.1520061,0.347048451,0.067859836,5.114195276,3.15E-07,4.45E-06
KIF20A|10112,1262.156736,0.346816997,0.081402302,4.26053059,2.04E-05,0.000160949
SLC22A15|55356,195.4447579,0.346238595,0.132723841,2.608714408,0.009088306,0.027841289
RPL36|25873,28434.6571,0.346149363,0.087190258,3.970046312,7.19E-05,0.000473954
ERRFI1|54206,3480.644869,0.346128437,0.111915726,3.092759593,0.001983047,0.007866887
CENPV|201161,1161.182958,0.345883306,0.089018163,3.885536338,0.000102104,0.000641495
SORD|6652,3438.237063,0.345865825,0.086388857,4.003593001,6.24E-05,0.000418848
HIVEP3|59269,252.1352136,0.345751837,0.135675198,2.548379076,0.01082248,0.032130041
DEPDC1B|55789,794.6214187,0.345667255,0.087327178,3.958300965,7.55E-05,0.000493375
HSP90B3P|343477,29.64924585,0.345159927,0.11752071,2.93701363,0.003313895,0.011994802
CDCA8|55143,2188.551706,0.345003746,0.076586299,4.504771068,6.64E-06,6.09E-05
RRM2|6241,5510.100662,0.344787481,0.094098664,3.664106002,0.000248204,0.001368509
CEP78|84131,692.7942655,0.344756363,0.063949541,5.391068655,7.00E-08,1.21E-06
EZR|7430,21064.227,0.344651712,0.076835964,4.485551995,7.27E-06,6.57E-05
ZNF266|10781,1087.637961,0.344560394,0.077560552,4.442469576,8.89E-06,7.83E-05
MRPL50|54534,1380.166374,0.344547928,0.065864571,5.231157261,1.68E-07,2.57E-06
BAIAP2L2|80115,2139.402464,0.344506667,0.108298785,3.181076022,0.001467291,0.00610293
MBP|4155,2025.874468,0.34447854,0.074858163,4.601749831,4.19E-06,4.08E-05
ABLIM1|3983,8200.377887,0.344425243,0.079138925,4.352159723,1.35E-05,0.000112617
ZNF721|170960,822.7448273,0.343599029,0.066780658,5.145187818,2.67E-07,3.87E-06
SHROOM3|57619,5875.315282,0.343493769,0.081851787,4.196533525,2.71E-05,0.000206637
KIAA1257|57501,211.4498348,0.343468452,0.141788103,2.422406713,0.015418084,0.042960964
PRMT5|10419,3727.268785,0.343459838,0.064802486,5.300102792,1.16E-07,1.86E-06
PKP2|5318,5561.879586,0.343141313,0.085864286,3.996321751,6.43E-05,0.000430431
TSPAN13|27075,6077.352195,0.342966749,0.11153014,3.075103719,0.002104294,0.008265893
CCNB1IP1|57820,2411.886249,0.342858563,0.083055414,4.128070018,3.66E-05,0.000266607
SCO1|6341,1236.614165,0.342813428,0.072271531,4.743408969,2.10E-06,2.29E-05
TGIF1|7050,4471.24083,0.342659038,0.074362337,4.607964873,4.07E-06,3.98E-05
DHFR|1719,1341.467794,0.342618897,0.087879573,3.898731945,9.67E-05,0.000612157
ANXA2P1|303,252.7486138,0.342163387,0.0919878,3.719660521,0.000199491,0.001139182
RCC1|1104,3334.965697,0.341460118,0.075932508,4.496889761,6.90E-06,6.28E-05
ING2|3622,379.8464526,0.341256153,0.06076916,5.615614116,1.96E-08,4.09E-07
PGK1|5230,31325.51548,0.341098049,0.082165371,4.151360153,3.31E-05,0.000244522
EXOSC9|5393,1039.479591,0.341070817,0.061418527,5.553223676,2.80E-08,5.54E-07
RPL39|6170,1927.289213,0.340910576,0.115564438,2.949960925,0.003178141,0.01159578
CCNG1|900,5132.936615,0.340732139,0.080613398,4.226743271,2.37E-05,0.00018385
TMEM54|113452,8039.237984,0.340668056,0.097001686,3.511980758,0.00044478,0.002239918
BSG|682,34870.75717,0.340644776,0.063948485,5.326862335,9.99E-08,1.63E-06
FGFRL1|53834,2957.932941,0.340629368,0.108144022,3.149775283,0.001633961,0.006682198
TM7SF3|51768,3342.045695,0.340515785,0.077828678,4.375196796,1.21E-05,0.000103024
MLEC|9761,29211.21836,0.340318626,0.072115046,4.719107076,2.37E-06,2.53E-05
RDH11|51109,3576.552509,0.340143319,0.073522677,4.626372916,3.72E-06,3.69E-05
SPC24|147841,88.93931547,0.340003546,0.108437529,3.135478536,0.00171574,0.006972438
LRRC8E|80131,661.019386,0.339884179,0.095114329,3.57342772,0.000352339,0.001839725
C12orf48|55010,804.328114,0.339787434,0.090972434,3.735059286,0.000187671,0.001080324
USP43|124739,557.2487183,0.339662246,0.070687633,4.805115547,1.55E-06,1.76E-05
NHLRC2|374354,307.8412011,0.339070217,0.076940826,4.406895987,1.05E-05,9.02E-05
ENTPD2|954,1466.212009,0.33892575,0.134228806,2.524985213,0.011570316,0.033971983
HSP90B1|7184,51787.07837,0.338886062,0.070244137,4.824403512,1.40E-06,1.62E-05
GSTM4|2948,1554.648904,0.338876472,0.103055774,3.288282241,0.001008007,0.004417754
ATP8B1|5205,8179.426098,0.338866146,0.090801937,3.731926413,0.000190021,0.001092279
NEDD9|4739,3095.820233,0.33884595,0.123187895,2.750643245,0.005947838,0.019608451
C12orf23|90488,1812.954418,0.338425762,0.086393626,3.917253818,8.96E-05,0.000571685
SGMS1|259230,897.0382835,0.338345791,0.075127804,4.503602866,6.68E-06,6.11E-05
EXO1|9156,681.2793473,0.338178908,0.090279052,3.745928855,0.000179728,0.001041191
C4orf14|84273,1952.103794,0.338112776,0.056118089,6.025022961,1.69E-09,4.97E-08
RPL36AL|6166,6947.668491,0.338101076,0.06795604,4.97529103,6.51E-07,8.21E-06
PPIL6|285755,110.5541628,0.338017156,0.112344111,3.008766122,0.00262311,0.009891938
MCM10|55388,652.528544,0.33784296,0.092920542,3.63582641,0.000277091,0.001501697
CDC42EP2|10435,973.0833044,0.337819995,0.104862704,3.22154571,0.001275011,0.005415819
C9orf125|84302,1083.504904,0.33777424,0.135135417,2.499524171,0.012436022,0.036071238
MED31|51003,241.9928874,0.33753402,0.090230168,3.740811168,0.000183427,0.001058943
PDZD8|118987,2459.514567,0.337354706,0.080835291,4.173359187,3.00E-05,0.000225489
SLC25A5|292,29618.1299,0.33713979,0.08532565,3.95121268,7.78E-05,0.000506669
HEXIM1|10614,1963.421715,0.336645371,0.074314397,4.530015506,5.90E-06,5.49E-05
CENPI|2491,243.4730616,0.336464309,0.100716721,3.340699592,0.000835676,0.003786958
HNRNPA1L2|144983,7332.242129,0.336428895,0.051714671,6.505482607,7.74E-11,3.38E-09
FECH|2235,674.4137536,0.336070544,0.088088284,3.815155968,0.000136097,0.000821263
RPL18|6141,50698.76929,0.336054398,0.076729356,4.379736977,1.19E-05,0.000101159
