Feature,TP,FP,TN,FN,Info Gain,CART Phi,p value,Chi Squared,Accuracy,Sensitivity,Specificity,Precison,Recall,F-Measure
C1orf177,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C20orf96,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
C21orf58,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C22orf31,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C2orf71,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C6orf203,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C7orf57,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
C8B,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C9orf117,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
C9orf153,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
C9orf41,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CACNA1B,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CADPS2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CALCOCO2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CAMKK1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CAPN5,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CASS4,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CATSPERB,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CBFA2T2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CBWD6,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CCDC116,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
CCDC147,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CCDC158,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCDC170,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CCDC171,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCDC19,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CCDC39,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCDC66,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCDC67,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCDC68,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCDC6,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CCDC88C,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CCDC92,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCER1,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
CCNL1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CCNT2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CD38,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CD69,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CD74,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CD82,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CD86,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CD96,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CDC42,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CDC5L,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CDC73,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CDCP2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CDH19,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CDH7,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CDK10,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CDK11A,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CDK6,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CDK9,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
CDKL2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CDON,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CEACAM18,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CECR1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CENPC,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
CEP112,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CEP128,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CEP350,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
CEP44,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CEP70,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CEP78,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CERKL,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CETN3,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CGGBP1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CHCHD4,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CHD7,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CHD8,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
CHDH,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CHGB,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CHI3L2,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
CHRNE,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CLCA1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CLCA2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CLDN18,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CLEC14A,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CLEC9A,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CLIC2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CLTC,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CMKLR1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CNKSR1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CNOT1,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CNOT3,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CNPY1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CNTFR,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CNTNAP5,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
COG6,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
COL17A1,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
COL18A1-AS1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
COL4A3BP,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
COMMD1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CORO1C,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CPB2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CPD,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CPLX4,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CPOX,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CPO,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CPXCR1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CPXM1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CR1,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CREB5,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CRHR2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CRISP1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CRISP2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CRNN,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CRYBB1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CRYBG3,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CRYZ,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CSDE1,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CSF2RA,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CSF2RB,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
CSGALNACT2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CSRP2BP,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CST2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CTAGE6,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
CTD-2206N4.2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CTD-2324F15.2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CTDP1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CTPS2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CTR9,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CXorf23,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
CYFIP2,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CYLC1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CYP1A1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYP1A2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYP2A13,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
CYP2B7P,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYP2C19,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CYP2C8,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CYP4A11,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYP4F8,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYP7B1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYSLTR1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
CYTH3,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
CYTH4,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DACH2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DAPK1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DARS2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DCAF4L1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DCLK3,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DCN,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DCUN1D4,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
DDO,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DDR2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DDX24,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DDX4,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DDX50,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
DEFB129,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DENND1B,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DENND3,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DEPDC5,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DES,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DFNB31,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DGKI,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
DHCR7,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DHRS7C,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DHX9,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DIAPH3,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
DICER1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DIS3L,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DLEU2L,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DLG2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DNAH17,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DNAJB14,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DNAJC24,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DNHD1,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
DNMT3B,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DOK2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DPP9,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DRAM1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DRC1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DRG1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DRP2,0,6,265,108,0.192370489,0.018044987,0.189221559,0.270074737,0.699208443,0,0.977859779,0,0,0
DSC1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DSCR10,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DSP,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DTHD1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DTNB,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DUOX2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DUPD1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
DUSP9,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
DYDC1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DYNC1I2,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
DYNC1LI1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
DYRK4,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EFCAB1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EGLN3,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EIF2AK3,0,5,266,108,0.191071289,0.015037489,0.327279503,0.356352078,0.701846966,0,0.981549815,0,0,0
EIF2S2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EIF2S3,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EIF3B,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EIF4G1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
ELAC1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
ELAVL4,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EMC7,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EMD,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EMP2,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EMR1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
ENGASE,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
ENPP4,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
ENPP6,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EOMES,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EPB41L1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EPHA6,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EPHB4,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EPHX2,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
EPRS,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
ERBB2IP,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
ERMAP,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
ERP44,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
ERVK13-1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
ERVV-1,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
ESX1,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
EVA1C,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EXOC6B,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
EZH2,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
F10,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
F8,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
F9,0,4,267,108,0.189776221,0.012029991,0.581294296,0.476150818,0.704485488,0,0.985239852,0,0,0
FAM101A,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
FAM122A,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
FAM13A,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
FAM155B,0,3,268,108,0.18848526,0.009022494,0.561059448,0.648596826,0.707124011,0,0.988929889,0,0,0
FAM161A,0,2,269,108,0.187198378,0.006014996,1,0.91255176,0.709762533,0,0.992619926,0,0,0
